"","weave","exposure","target","replication","info"
"311","ds","bigm","maxinfo","18",8.41840905059989
"312","ds","bigm","maxinfo","19",8.42360511296161
"313","ds","bigm","maxinfo","2",8.44361861603175
"314","ds","bigm","maxinfo","20",8.42500066741255
"315","ds","bigm","maxinfo","21",8.41568645121571
"316","ds","bigm","maxinfo","22",8.41366746461486
"317","ds","bigm","maxinfo","23",8.42568429144868
"318","ds","bigm","maxinfo","24",8.41442945950956
"319","ds","bigm","maxinfo","25",8.44243064429382
"320","ds","bigm","maxinfo","26",8.44679315066974
"321","ds","bigm","maxinfo","27",8.39882296269851
"322","ds","bigm","maxinfo","28",8.44936320878881
"323","ds","bigm","maxinfo","29",8.42469043162589
"324","ds","bigm","maxinfo","3",8.41892101138839
"325","ds","bigm","maxinfo","30",8.42837415689399
"326","ds","bigm","maxinfo","31",8.42383865963955
"327","ds","bigm","maxinfo","32",8.42943068902931
"328","ds","bigm","maxinfo","33",8.44765967935042
"329","ds","bigm","maxinfo","34",8.43041474798145
"330","ds","bigm","maxinfo","35",8.4218091368983
"331","ds","bigm","maxinfo","36",8.41002887155705
"332","ds","bigm","maxinfo","37",8.41632885311044
"333","ds","bigm","maxinfo","38",8.42330203008635
"334","ds","bigm","maxinfo","39",8.43319458171104
"335","ds","bigm","maxinfo","4",8.41455294294024
"336","ds","bigm","maxinfo","40",8.42331348136301
"337","ds","bigm","maxinfo","41",8.43121370445942
"338","ds","bigm","maxinfo","42",8.40307711678255
"339","ds","bigm","maxinfo","43",8.43746785928485
"340","ds","bigm","maxinfo","44",8.42631922265683
"341","ds","bigm","maxinfo","45",8.43575631553348
"342","ds","bigm","maxinfo","46",8.43895552501042
"343","ds","bigm","maxinfo","47",8.41725601210206
"344","ds","bigm","maxinfo","48",8.4402847675567
"345","ds","bigm","maxinfo","49",8.43344398036328
"346","ds","bigm","maxinfo","5",8.42285312198539
"347","ds","bigm","maxinfo","50",8.40942945749991
"348","ds","bigm","maxinfo","51",8.4221713062141
"349","ds","bigm","maxinfo","52",8.4292612231387
"350","ds","bigm","maxinfo","53",8.42091895862987
"351","ds","bigm","maxinfo","54",8.40900360067036
"352","ds","bigm","maxinfo","55",8.40365129004417
"353","ds","bigm","maxinfo","56",8.41663767315229
"354","ds","bigm","maxinfo","57",8.41043224525148
"355","ds","bigm","maxinfo","58",8.4207189554342
"356","ds","bigm","maxinfo","59",8.42740476790586
"357","ds","bigm","maxinfo","6",8.42471760300276
"358","ds","bigm","maxinfo","60",8.4232820839724
"359","ds","bigm","maxinfo","61",8.41159676044771
"360","ds","bigm","maxinfo","62",8.42658576355743
"361","ds","bigm","maxinfo","63",8.40479452160188
"362","ds","bigm","maxinfo","64",8.41704352783404
"363","ds","bigm","maxinfo","65",8.43694962760916
"364","ds","bigm","maxinfo","66",8.44157242453007
"365","ds","bigm","maxinfo","67",8.43724894512243
"366","ds","bigm","maxinfo","68",8.43757892352032
"367","ds","bigm","maxinfo","69",8.42980375034671
"368","ds","bigm","maxinfo","7",8.43320698571275
"369","ds","bigm","maxinfo","70",8.43843879707299
"370","ds","bigm","maxinfo","71",8.43538846621529
"371","ds","bigm","maxinfo","72",8.42618937765404
"372","ds","bigm","maxinfo","73",8.43490503335306
"373","ds","bigm","maxinfo","74",8.42966144712435
"374","ds","bigm","maxinfo","75",8.43389737230996
"375","ds","bigm","maxinfo","76",8.43027398762284
"376","ds","bigm","maxinfo","77",8.43756415357023
"377","ds","bigm","maxinfo","78",8.45065600515974
"378","ds","bigm","maxinfo","79",8.43033415464421
"379","ds","bigm","maxinfo","8",8.4213646936178
"380","ds","bigm","maxinfo","80",8.42948465781009
"381","ds","bigm","maxinfo","81",8.43567625673685
"382","ds","bigm","maxinfo","82",8.43812254585058
"383","ds","bigm","maxinfo","83",8.41881943257456
"384","ds","bigm","maxinfo","84",8.44791697091456
"385","ds","bigm","maxinfo","85",8.42730796158965
"386","ds","bigm","maxinfo","86",8.4303439847429
"387","ds","bigm","maxinfo","87",8.42634031468676
"388","ds","bigm","maxinfo","88",8.43126184007228
"389","ds","bigm","maxinfo","89",8.41894372501379
"390","ds","bigm","maxinfo","9",8.44329637820069
"391","ds","bigm","maxinfo","90",8.44753617897399
"392","ds","bigm","maxinfo","91",8.42289296041553
"393","ds","bigm","maxinfo","92",8.42309832738868
"394","ds","bigm","maxinfo","93",8.42688026057898
"395","ds","bigm","maxinfo","94",8.45002245997631
"396","ds","bigm","maxinfo","95",8.43250410021592
"397","ds","bigm","maxinfo","96",8.40660348542612
"398","ds","bigm","maxinfo","97",8.43322704841202
"399","ds","bigm","maxinfo","98",8.43553757796931
"400","ds","bigm","maxinfo","99",8.44137819373418
"401","ds","none","goalinfo6","1",5.90205524673586
"402","ds","none","goalinfo6","10",5.9114987330014
"403","ds","none","goalinfo6","100",5.92200382865449
"404","ds","none","goalinfo6","11",5.92823491658726
"405","ds","none","goalinfo6","12",5.9261616218954
"406","ds","none","goalinfo6","13",5.91697070043287
"407","ds","none","goalinfo6","14",5.89455932442756
"408","ds","none","goalinfo6","15",5.91640415129987
"409","ds","none","goalinfo6","16",5.91893441289682
"410","ds","none","goalinfo6","17",5.92640160041098
"411","ds","none","goalinfo6","18",5.92528754431691
"412","ds","none","goalinfo6","19",5.92976925923944
"413","ds","none","goalinfo6","2",5.91476298939621
"414","ds","none","goalinfo6","20",5.92648391894511
"415","ds","none","goalinfo6","21",5.92158980116931
"416","ds","none","goalinfo6","22",5.91478217124714
"417","ds","none","goalinfo6","23",5.92081349989716
"418","ds","none","goalinfo6","24",5.91773037176674
"419","ds","none","goalinfo6","25",5.916400036978
"420","ds","none","goalinfo6","26",5.91203575125776
"421","ds","none","goalinfo6","27",5.90304463023795
"422","ds","none","goalinfo6","28",5.93272147864149
"423","ds","none","goalinfo6","29",5.91609501409282
"424","ds","none","goalinfo6","3",5.92611940448272
"425","ds","none","goalinfo6","30",5.92519335434758
"426","ds","none","goalinfo6","31",5.92549842951515
"427","ds","none","goalinfo6","32",5.92884530569638
"428","ds","none","goalinfo6","33",5.94169067095654
"429","ds","none","goalinfo6","34",5.92390869140397
"430","ds","none","goalinfo6","35",5.92055445363561
"431","ds","none","goalinfo6","36",5.92765506487679
"432","ds","none","goalinfo6","37",5.91723838394141
"433","ds","none","goalinfo6","38",5.92813542741912
"434","ds","none","goalinfo6","39",5.91694608365656
"435","ds","none","goalinfo6","4",5.9356735736525
"436","ds","none","goalinfo6","40",5.90663984632101
"437","ds","none","goalinfo6","41",5.92300574387955
"438","ds","none","goalinfo6","42",5.90528281094078
"439","ds","none","goalinfo6","43",5.9276973481654
"440","ds","none","goalinfo6","44",5.9127654077804
"441","ds","none","goalinfo6","45",5.93336775145775
"442","ds","none","goalinfo6","46",5.92394769202458
"443","ds","none","goalinfo6","47",5.91786319432813
"444","ds","none","goalinfo6","48",5.92003395348743
"445","ds","none","goalinfo6","49",5.92511241386469
"446","ds","none","goalinfo6","5",5.92401181525556
"447","ds","none","goalinfo6","50",5.93663842083532
"448","ds","none","goalinfo6","51",5.92745776391266
"449","ds","none","goalinfo6","52",5.92178323227267
"450","ds","none","goalinfo6","53",5.92496281845191
"451","ds","none","goalinfo6","54",5.91027838164757
"452","ds","none","goalinfo6","55",5.92312451271824
"453","ds","none","goalinfo6","56",5.92790951824058
"454","ds","none","goalinfo6","57",5.91052655188342
"455","ds","none","goalinfo6","58",5.91816481559894
"456","ds","none","goalinfo6","59",5.91862883485014
"457","ds","none","goalinfo6","6",5.93494523025618
"458","ds","none","goalinfo6","60",5.92047862058248
"459","ds","none","goalinfo6","61",5.91214070035624
"460","ds","none","goalinfo6","62",5.92906614894156
"461","ds","none","goalinfo6","63",5.92204413142172
"462","ds","none","goalinfo6","64",5.92405094959669
"463","ds","none","goalinfo6","65",5.92718380801908
"464","ds","none","goalinfo6","66",5.92418270504187
"465","ds","none","goalinfo6","67",5.9376868577128
"466","ds","none","goalinfo6","68",5.92764017030377
"467","ds","none","goalinfo6","69",5.92031205083342
"468","ds","none","goalinfo6","7",5.92428780590131
"469","ds","none","goalinfo6","70",5.92978523267141
"470","ds","none","goalinfo6","71",5.9251828677084
"471","ds","none","goalinfo6","72",5.9267527513351
"472","ds","none","goalinfo6","73",5.92472925626381
"473","ds","none","goalinfo6","74",5.92879476884043
"474","ds","none","goalinfo6","75",5.92536055432837
"475","ds","none","goalinfo6","76",5.92929851999955
"476","ds","none","goalinfo6","77",5.93471011584603
"477","ds","none","goalinfo6","78",5.93176999266823
"478","ds","none","goalinfo6","79",5.92493007922229
"479","ds","none","goalinfo6","8",5.91136267028405
"480","ds","none","goalinfo6","80",5.91772677008145
"481","ds","none","goalinfo6","81",5.92558217163634
"482","ds","none","goalinfo6","82",5.92598896889138
"483","ds","none","goalinfo6","83",5.9245428071275
"484","ds","none","goalinfo6","84",5.92528072055698
"485","ds","none","goalinfo6","85",5.92635835476047
"486","ds","none","goalinfo6","86",5.92346606682637
"487","ds","none","goalinfo6","87",5.92257698451572
"488","ds","none","goalinfo6","88",5.9319042787942
"489","ds","none","goalinfo6","89",5.92880422435317
"490","ds","none","goalinfo6","9",5.93134373075048
"491","ds","none","goalinfo6","90",5.933774159642
"492","ds","none","goalinfo6","91",5.92303481306132
"493","ds","none","goalinfo6","92",5.90772259465731
"494","ds","none","goalinfo6","93",5.93217731378873
"495","ds","none","goalinfo6","94",5.92863257635151
"496","ds","none","goalinfo6","95",5.92320869395181
"497","ds","none","goalinfo6","96",5.92961222170799
"498","ds","none","goalinfo6","97",5.92744732362828
"499","ds","none","goalinfo6","98",5.93155159410667
"500","ds","none","goalinfo6","99",5.91618752582329
"501","ds","none","goalinfo7","1",6.82624161375223
"502","ds","none","goalinfo7","10",6.84699768687443
"503","ds","none","goalinfo7","100",6.85224048050375
"504","ds","none","goalinfo7","11",6.84736890652738
"505","ds","none","goalinfo7","12",6.85358536095154
"506","ds","none","goalinfo7","13",6.83217479547341
"507","ds","none","goalinfo7","14",6.83750310308332
"508","ds","none","goalinfo7","15",6.83478855999948
"509","ds","none","goalinfo7","16",6.83273352823888
"510","ds","none","goalinfo7","17",6.8443782732585
"511","ds","none","goalinfo7","18",6.85186129318695
"512","ds","none","goalinfo7","19",6.86154976591425
"513","ds","none","goalinfo7","2",6.83687271210347
"514","ds","none","goalinfo7","20",6.8427984400984
"515","ds","none","goalinfo7","21",6.84776828583867
"516","ds","none","goalinfo7","22",6.84393624002927
"517","ds","none","goalinfo7","23",6.84533729150941
"518","ds","none","goalinfo7","24",6.84020126116093
"519","ds","none","goalinfo7","25",6.84588391823144
"520","ds","none","goalinfo7","26",6.8505737091667
"521","ds","none","goalinfo7","27",6.83295119126687
"522","ds","none","goalinfo7","28",6.86039606074818
"523","ds","none","goalinfo7","29",6.82747699344888
"524","ds","none","goalinfo7","3",6.85035268484048
"525","ds","none","goalinfo7","30",6.8477303811648
"526","ds","none","goalinfo7","31",6.83615755470663
"527","ds","none","goalinfo7","32",6.85740826695967
"528","ds","none","goalinfo7","33",6.85567382021688
"529","ds","none","goalinfo7","34",6.84679320998363
