"weave","exposure","target","refresh","replication","rmse","rmse_-2","rmse_-1","rmse_0","rmse_1","rmse_2","overexposed","sd_exposure"
"ds","bigm","goalinfo6","setlevel","56",0.413964909887434,0.472774617705692,0.393229049847046,0.349845059376574,0.377595734212593,0.46229828491401,0,0.048253897660468
"ds","bigm","goalinfo6","setlevel","57",0.40871353788759,0.456205445516579,0.382678378681202,0.352838193034158,0.375348625488683,0.463989492460816,0,0.0478615895034297
"ds","bigm","goalinfo6","setlevel","58",0.411924380176347,0.479779401669821,0.391047065202447,0.349675164168252,0.363433980573148,0.459287943208729,0,0.0473988806857613
"ds","bigm","goalinfo6","setlevel","59",0.415529487644975,0.472527822860524,0.400548247282942,0.348832709130596,0.379382402029182,0.462587362348897,0,0.0478604993911338
"ds","bigm","goalinfo6","setlevel","6",0.411700807674519,0.463262875130754,0.396209963621597,0.346346530208436,0.375982185382385,0.463221788929966,0,0.0474738566741797
"ds","bigm","goalinfo6","setlevel","60",0.405137295838189,0.471981463021467,0.378717208255934,0.340452959422828,0.366940690573646,0.451590776203325,0,0.0477172915234082
"ds","bigm","goalinfo6","setlevel","61",0.405642767963425,0.455408770296221,0.385254346426393,0.342199341235305,0.380985029290509,0.452396103891973,0,0.047780012655153
"ds","bigm","goalinfo6","setlevel","62",0.407679417044125,0.465975813311146,0.38583319821212,0.358766979072693,0.362675651581434,0.452509056760909,0,0.0481166264726222
"ds","bigm","goalinfo6","setlevel","63",0.407397406461238,0.456014188682667,0.365678238375746,0.358954886785832,0.372311661720478,0.469818194043956,0,0.047837488035018
"ds","bigm","goalinfo6","setlevel","64",0.402764783429937,0.463630486760477,0.384493485403057,0.346344959942578,0.360971315776443,0.445032317022785,0,0.0482191538702416
"ds","bigm","goalinfo6","setlevel","65",0.413716854442508,0.475485263608033,0.388976037708703,0.361133256691279,0.384244151239521,0.447614552465427,0,0.0477099021150563
"ds","bigm","goalinfo6","setlevel","66",0.405272165322402,0.47318025687551,0.384801181395039,0.345656947665628,0.364413318483596,0.443824676046754,0,0.0472338887323295
"ds","bigm","goalinfo6","setlevel","67",0.411972054124188,0.472838362683465,0.381457824884589,0.352442835594749,0.373967524153405,0.464167013069819,0,0.0479963067555139
"ds","bigm","goalinfo6","setlevel","68",0.409417211721606,0.468366258044258,0.369067250517782,0.350269517117879,0.367120617698566,0.474413739924308,0,0.0478603582337516
"ds","bigm","goalinfo6","setlevel","69",0.413275504354595,0.472829924949394,0.387898428939999,0.348445689078764,0.376831503889321,0.465331605239634,0,0.0477489488647424
"ds","bigm","goalinfo6","setlevel","7",0.415407618560124,0.489875258935248,0.388535305415605,0.356288015303325,0.36839869726114,0.457407088844505,0,0.0484960265651133
"ds","bigm","goalinfo6","setlevel","70",0.39776772382519,0.442889803967076,0.379663813631145,0.351031746383332,0.372899629589241,0.434191662782345,0,0.0481179554437056
"ds","bigm","goalinfo6","setlevel","71",0.409354851256453,0.468914357837401,0.384071163714694,0.349466281898507,0.37752730610351,0.453665172142413,0,0.0483714139714164
"ds","bigm","goalinfo6","setlevel","72",0.407262033475627,0.474896019172826,0.363036080602525,0.357720738213561,0.375846130455313,0.450295407906615,0,0.0477360634090706
"ds","bigm","goalinfo6","setlevel","73",0.402147879253295,0.446625137593156,0.381026361658961,0.3505257457759,0.367111361726938,0.454225089322114,0,0.0479797795058877
"ds","bigm","goalinfo6","setlevel","74",0.409543565121028,0.452258838915717,0.399364194792151,0.349440797093327,0.378552668118552,0.457371673792702,0,0.0474701917802566
"ds","bigm","goalinfo6","setlevel","75",0.404277330095786,0.455423529311871,0.382565552435989,0.346162469475412,0.379477939517254,0.446768221040592,0,0.048108027587469
"ds","bigm","goalinfo6","setlevel","76",0.411420807945548,0.480325183693155,0.389324858160874,0.348333439828199,0.374933266485222,0.449597752620236,0,0.0478900424358815
"ds","bigm","goalinfo6","setlevel","77",0.406108695413581,0.467066501821448,0.3812883227883,0.335367363735252,0.376898723246112,0.454494822842772,0,0.0475711357212353
"ds","bigm","goalinfo6","setlevel","78",0.40612546400764,0.480490211055221,0.37490471236852,0.339629621102374,0.385929001118846,0.434713242110658,0,0.0484189504205559
"ds","bigm","goalinfo6","setlevel","79",0.413663815201052,0.481146239838069,0.376834872172196,0.361148014784775,0.362067267218491,0.469640224495363,0,0.0481242689451018
"ds","bigm","goalinfo6","setlevel","8",0.410750326300582,0.47129599683813,0.3905083669849,0.349086087897365,0.365369226284738,0.462176030512097,0,0.0478381326322558
"ds","bigm","goalinfo6","setlevel","80",0.412452049925864,0.485154160611472,0.38647191005873,0.337908137241649,0.369951696720853,0.463467586241384,0,0.0473672393309442
"ds","bigm","goalinfo6","setlevel","81",0.408824553802246,0.458930013847074,0.385391578568917,0.346641920431436,0.366884928302315,0.470934157712861,0,0.0480157120740919
"ds","bigm","goalinfo6","setlevel","82",0.411006487149416,0.473564628124381,0.379750420765097,0.340413480976132,0.387853428546655,0.45808973274565,0,0.048148953429436
"ds","bigm","goalinfo6","setlevel","83",0.406526910701987,0.460193327025839,0.373381405489866,0.345452652509924,0.368559359196664,0.468994175915023,0,0.0482967801605353
"ds","bigm","goalinfo6","setlevel","84",0.408282596342142,0.465819395852542,0.377877706433414,0.352348772790488,0.38148332336569,0.451680128093439,0,0.0483508662264181
"ds","bigm","goalinfo6","setlevel","85",0.408704205709374,0.468498908941073,0.385298572377501,0.353557318689033,0.376114154671244,0.448090154237841,0,0.0479522265461288
"ds","bigm","goalinfo6","setlevel","86",0.4050358614684,0.455423014728545,0.381731487209849,0.350948330369261,0.377138934420086,0.449157754314534,0,0.0482008365707057
"ds","bigm","goalinfo6","setlevel","87",0.406034538809099,0.466570320180538,0.381413987612046,0.340582831953931,0.367825000954506,0.458108986117009,0,0.047580118426999
"ds","bigm","goalinfo6","setlevel","88",0.414527703814464,0.466985275727217,0.389893640713362,0.35966355536597,0.380826612265155,0.463343291378943,0,0.0480181373616376
"ds","bigm","goalinfo6","setlevel","89",0.402345063410545,0.458129592853604,0.372859711868968,0.340253413352141,0.381554809064459,0.44625576080647,0,0.0485977039931605
"ds","bigm","goalinfo6","setlevel","9",0.405276193251468,0.466643138186796,0.371335132334423,0.343836624602803,0.382500980397743,0.448405776876121,0,0.04825241578816
"ds","bigm","goalinfo6","setlevel","90",0.413878430878575,0.473491087049541,0.384258550427398,0.347133115452198,0.393101158321251,0.457819193703777,0,0.0475990484007578
"ds","bigm","goalinfo6","setlevel","91",0.408002586611132,0.479011238184352,0.370053873362341,0.350172191705619,0.370177348966609,0.454188379835537,0,0.0476735678779082
"ds","bigm","goalinfo6","setlevel","92",0.412539583641775,0.485179129801874,0.382057076152149,0.348685257357263,0.367331307463611,0.46158904317822,0,0.0481375938024096
"ds","bigm","goalinfo6","setlevel","93",0.410690388121424,0.472104461924398,0.381331043817758,0.362674955618907,0.380185448417037,0.446052561821276,0,0.0476455135400716
"ds","bigm","goalinfo6","setlevel","94",0.412329004621088,0.487114036704214,0.391456751344448,0.344987591646645,0.376444365081851,0.445904439246386,0,0.0470358161827284
"ds","bigm","goalinfo6","setlevel","95",0.409018275205088,0.466471109128735,0.369817216580839,0.341064114966254,0.371208181467704,0.477492862167656,0,0.0481813919724566
"ds","bigm","goalinfo6","setlevel","96",0.409181933268382,0.457163709394123,0.381067576601584,0.344592540909889,0.396866019381794,0.454633325715979,0,0.0479246842643219
"ds","bigm","goalinfo6","setlevel","97",0.40984554614626,0.474213001233236,0.381577548022796,0.350031648797421,0.381269009486844,0.448886678384408,0,0.0473947442575611
"ds","bigm","goalinfo6","setlevel","98",0.414736723540504,0.4655700568496,0.402333946091846,0.359252350755139,0.385766367981735,0.451139363239202,0,0.0480043780468794
"ds","bigm","goalinfo6","setlevel","99",0.408929127923287,0.459446630311958,0.373817707376133,0.36019921867537,0.378588556284995,0.460664196333117,0,0.0477119630213079
"ds","bigm","goalinfo7","setlevel","1",0.387871189029286,0.442117938719861,0.348933486859114,0.348459040647004,0.35923090513572,0.429565943938931,0,0.0523754567732143
"ds","bigm","goalinfo7","setlevel","10",0.383997659404367,0.428131025124914,0.359416325474736,0.34105646386973,0.36869111627412,0.415381862484521,0,0.052194244649616
"ds","bigm","goalinfo7","setlevel","100",0.381406276236353,0.422683150269103,0.367127911994352,0.334999594591122,0.349672288545697,0.423573312099167,0,0.0527712661625956
"ds","bigm","goalinfo7","setlevel","11",0.384369027479853,0.435175799634872,0.360756308443344,0.336562323695858,0.355091839748485,0.42404037941215,0,0.0521805033231027
"ds","bigm","goalinfo7","setlevel","12",0.385952586960599,0.434039453046542,0.360375168904206,0.327177640854944,0.362540422871817,0.433653918295149,0,0.0518710181028441
"ds","bigm","goalinfo7","setlevel","13",0.376128785867007,0.434142742814076,0.348481917633944,0.323649479063371,0.349189262477702,0.413234344416423,0,0.0523080594897904
"ds","bigm","goalinfo7","setlevel","14",0.397206272804275,0.46765196198911,0.364990729076047,0.340300515409834,0.355772143176938,0.441100064908954,0,0.0527474665558042
"ds","bigm","goalinfo7","setlevel","15",0.382492121360649,0.444302482395759,0.367120217470297,0.337341421429066,0.341572375905179,0.410911477064202,0,0.052268212111057
"ds","bigm","goalinfo7","setlevel","16",0.383214230003016,0.437801005129102,0.356586010441033,0.32723635790401,0.358665447070206,0.423931469218041,0.00166944908180301,0.0528251559483299
"ds","bigm","goalinfo7","setlevel","17",0.387834473824522,0.441923505171955,0.356835544470391,0.34385809041088,0.352439102219225,0.432432882767561,0,0.0526646992375484
"ds","bigm","goalinfo7","setlevel","18",0.382213301157758,0.428468063075927,0.357729251866846,0.336189920773893,0.347266387626145,0.430421110527161,0,0.0522949518013787
"ds","bigm","goalinfo7","setlevel","19",0.388315052810082,0.445667998001699,0.374289546560835,0.326172931789746,0.356781422966657,0.426085093473706,0,0.0525301465664221
"ds","bigm","goalinfo7","setlevel","2",0.392821789028928,0.453483461433867,0.364889203960577,0.347901457961384,0.350464158292059,0.43461805993239,0,0.0520797919195482
"ds","bigm","goalinfo7","setlevel","20",0.381840181854443,0.437764912264218,0.366874580772736,0.325199370454542,0.362322561927178,0.407114574218115,0,0.0528131809706911
"ds","bigm","goalinfo7","setlevel","21",0.382583165259774,0.440788556973906,0.351726415626068,0.335285319486906,0.351394408046611,0.421840127089367,0,0.0525485573563118
"ds","bigm","goalinfo7","setlevel","22",0.377721264374027,0.427739950278801,0.348326867460371,0.334930440971237,0.356295197439053,0.412248745461986,0,0.0519968751694444
"ds","bigm","goalinfo7","setlevel","23",0.378223640160634,0.436118365510814,0.358034602933296,0.331066775789101,0.338161014224971,0.415835932400417,0,0.0525325977215424
"ds","bigm","goalinfo7","setlevel","24",0.378503680089543,0.43532894449004,0.353078539412453,0.317262407334382,0.348369902528171,0.424420086950533,0,0.0521796367586985
"ds","bigm","goalinfo7","setlevel","25",0.385795104092107,0.434296991016997,0.366254247837824,0.345329444415523,0.354040789705565,0.420518674122631,0,0.0524640432111591
"ds","bigm","goalinfo7","setlevel","26",0.382760594505426,0.446854284194203,0.348641962613073,0.337327999468422,0.352315168955522,0.416391926713043,0,0.052319406005593
"ds","bigm","goalinfo7","setlevel","27",0.383209325432576,0.439665852651901,0.364771130488577,0.324787077795592,0.349785046265506,0.424319067886949,0,0.0525672454570839
"ds","bigm","goalinfo7","setlevel","28",0.380916831833906,0.434807070820647,0.35576181834827,0.334375396657934,0.358759587887357,0.411520541225522,0,0.0518461885599072
"ds","bigm","goalinfo7","setlevel","29",0.378721299289286,0.428459539119773,0.3553266875984,0.33214312952736,0.3503237682759,0.417455003543123,0,0.0521472687308016
"ds","bigm","goalinfo7","setlevel","3",0.387753651370976,0.433086350750499,0.355631106051278,0.330583871587844,0.372213531278443,0.435773554657928,0,0.0527739646838952
"ds","bigm","goalinfo7","setlevel","30",0.389427081665665,0.464284013642363,0.36043983260991,0.318191730009869,0.362790341760205,0.424179127605663,0.00166944908180301,0.0525776505919393
"ds","bigm","goalinfo7","setlevel","31",0.386486544920082,0.426576828001736,0.356726280021116,0.341765876441141,0.358559601564659,0.438484795405497,0,0.0512234541149565
"ds","bigm","goalinfo7","setlevel","32",0.385233023222073,0.444158849548627,0.362896040603612,0.334169573633122,0.359098552759097,0.415247777176628,0,0.0526921352228518
"ds","bigm","goalinfo7","setlevel","33",0.381678256431151,0.438345391818774,0.346257673978324,0.326314740067429,0.354524435083464,0.429163737036878,0.00166944908180301,0.0521851268931901
"ds","bigm","goalinfo7","setlevel","34",0.384522451264907,0.449193906963675,0.346212267472144,0.343256992035817,0.340517412556754,0.428802992756053,0.00166944908180301,0.0525942909649184
"ds","bigm","goalinfo7","setlevel","35",0.389721238037421,0.443050649591458,0.375205697035696,0.328862902763093,0.361053884003866,0.42875320141965,0,0.0519899769472161
"ds","bigm","goalinfo7","setlevel","36",0.382708955705162,0.440439199374121,0.358071055166215,0.326403715089368,0.359842639646015,0.417256569103427,0.00166944908180301,0.0525303362962789
"ds","bigm","goalinfo7","setlevel","37",0.392412820440584,0.450726243687212,0.370721018021222,0.339536754724064,0.355982346225967,0.432830509144745,0,0.0522648002174317
"ds","bigm","goalinfo7","setlevel","38",0.386424557252805,0.451164367746368,0.349536913872348,0.327455605428245,0.368457673516906,0.421789189829323,0,0.0522801289552166
"ds","bigm","goalinfo7","setlevel","39",0.382895861146879,0.433219169716978,0.367893435329471,0.340513997711871,0.34547118754459,0.41799718849183,0,0.0521963091888557
"ds","bigm","goalinfo7","setlevel","4",0.378140030960682,0.429738251908668,0.360421613275416,0.342283386572952,0.344376759953149,0.405730749494634,0.00166944908180301,0.0515894130199984
"ds","bigm","goalinfo7","setlevel","40",0.38381550784097,0.444433486346198,0.354638277498086,0.315787941740835,0.354635980528767,0.433351572985433,0,0.0531807479306535
"ds","bigm","goalinfo7","setlevel","41",0.379271905757834,0.423430009425284,0.353469619887713,0.331606972918699,0.372330967022494,0.407932119265237,0,0.0523122459936341
"ds","bigm","goalinfo7","setlevel","42",0.382368064013342,0.426376042428994,0.367974287119631,0.327666898136175,0.363429825555822,0.417586209195451,0,0.0521065641166475
"ds","bigm","goalinfo7","setlevel","43",0.385619485108225,0.455717618235223,0.366079604958265,0.331072046312012,0.346173961944056,0.415179479215932,0,0.0524918134464013
"ds","bigm","goalinfo7","setlevel","44",0.377922233040938,0.439515485862467,0.335403685633105,0.324837919431229,0.356150611214971,0.419635132841433,0,0.052358431301846
"ds","bigm","goalinfo7","setlevel","45",0.38596508553447,0.437917439111781,0.365858522702946,0.331768234423959,0.366156112690834,0.418426378126306,0,0.0521798380182826
"ds","bigm","goalinfo7","setlevel","46",0.381163482674366,0.433210374509976,0.349921954521477,0.331779199624331,0.354534007019671,0.424899517940736,0.00166944908180301,0.052253591615805
"ds","bigm","goalinfo7","setlevel","47",0.384068938025057,0.44633300398171,0.360831708718796,0.322820438621384,0.349226128509607,0.426567871378869,0,0.0526318263135449
"ds","bigm","goalinfo7","setlevel","48",0.383071034873929,0.442512918675051,0.366912971685126,0.321277672342915,0.347272571087312,0.423623294255779,0.00166944908180301,0.0527521672330921
"ds","bigm","goalinfo7","setlevel","49",0.39068588306006,0.444997605739658,0.371181041590803,0.336739985029563,0.358409966991083,0.430729078894578,0,0.0517931076233744
"ds","bigm","goalinfo7","setlevel","5",0.386570691178444,0.448865245204305,0.371551893588294,0.324242731668184,0.337234185859477,0.434503663111813,0.00166944908180301,0.0525998599000082
"ds","bigm","goalinfo7","setlevel","50",0.384525211550561,0.45430355346212,0.346448852584262,0.338192229534606,0.353486757292822,0.416596679950496,0,0.0520851037958093
"ds","bigm","goalinfo7","setlevel","51",0.3835892158381,0.436730423070825,0.365041030312034,0.339688483921617,0.349471954726066,0.417368066627674,0,0.0520177443737031
"ds","bigm","goalinfo7","setlevel","52",0.384679694087849,0.441483417821525,0.368488081494412,0.336538026993005,0.359693995696127,0.408122097723964,0.00166944908180301,0.0524497247152405
"ds","bigm","goalinfo7","setlevel","53",0.383477372970293,0.440297433045015,0.355680324057297,0.322358207058089,0.365502652731464,0.421185413591223,0,0.0527078460390457
"ds","bigm","goalinfo7","setlevel","54",0.381733220898604,0.443926420207848,0.364493875564451,0.319571240091928,0.351135389077396,0.416236674079948,0,0.0519911387223597
"ds","bigm","goalinfo7","setlevel","55",0.380364717914864,0.445006887191485,0.358802957842131,0.341539868957322,0.334940276903837,0.409611315503307,0,0.0518064223362293
"ds","bigm","goalinfo7","setlevel","56",0.376355498211072,0.430140113957168,0.357407909632276,0.319946019062672,0.3463561080985,0.41608696799411,0.00166944908180301,0.052612356382405
"ds","bigm","goalinfo7","setlevel","57",0.382825531797161,0.435683635577401,0.367107302035634,0.329094802671781,0.365630416312793,0.407676277188688,0,0.052003052174017
"ds","bigm","goalinfo7","setlevel","58",0.383521943010985,0.436017564133257,0.359705209186663,0.337866015187793,0.342835027370157,0.429251616065811,0,0.0522310993223088
"ds","bigm","goalinfo7","setlevel","59",0.381034289544644,0.425543387659537,0.358153920517456,0.328505117337501,0.367435964318489,0.416712662982056,0.00166944908180301,0.0524478308464435
"ds","bigm","goalinfo7","setlevel","6",0.386171021970375,0.439537962662373,0.366024989828195,0.326734847724596,0.359252287256087,0.427380990021496,0,0.0525758007710571
"ds","bigm","goalinfo7","setlevel","60",0.380906494297195,0.451763713040756,0.354344305809555,0.331231102128667,0.354552383259576,0.400470987733761,0,0.0524284916154604
"ds","bigm","goalinfo7","setlevel","61",0.386408129138321,0.444699955078824,0.362562355553336,0.331315504468023,0.354636707860468,0.426391300974098,0,0.0519037310955029
"ds","bigm","goalinfo7","setlevel","62",0.379229465656906,0.420497428999882,0.368692634821833,0.332623765462334,0.345165665866131,0.42017220886392,0,0.0521202132836959
"ds","bigm","goalinfo7","setlevel","63",0.393201968289335,0.448380998390557,0.367171853872654,0.361290234084996,0.358787161686031,0.421804917827107,0,0.0519759075004675
"ds","bigm","goalinfo7","setlevel","64",0.388303036353505,0.43899725147564,0.366570234935647,0.332684458300086,0.35755320127703,0.433913212203711,0,0.0521647798630073
"ds","bigm","goalinfo7","setlevel","65",0.380922358393496,0.43784919634985,0.354052919362289,0.321775405507677,0.360793406024247,0.41801020770663,0.00166944908180301,0.0523877246079092
"ds","bigm","goalinfo7","setlevel","66",0.387100864747721,0.436684160006531,0.369196990840219,0.341868024724786,0.360371648996028,0.418920579664861,0.00166944908180301,0.0524400085075291
"ds","bigm","goalinfo7","setlevel","67",0.3839717070126,0.428735487967745,0.341207682916255,0.330167488355898,0.366132887009318,0.440307501741465,0,0.0526607211223499
"ds","bigm","goalinfo7","setlevel","68",0.385078237299177,0.44817113429452,0.350256204240132,0.340801654825777,0.355427211547366,0.418825977397942,0,0.0518151471632313
"ds","bigm","goalinfo7","setlevel","69",0.3830688910823,0.430731824410948,0.355280469667775,0.341453585491959,0.36405106172945,0.415729519394188,0,0.0519082981357186
"ds","bigm","goalinfo7","setlevel","7",0.38398910509176,0.432498712082813,0.363318122751837,0.331319643297819,0.3529207733235,0.428785717572767,0,0.0522304359426381
"ds","bigm","goalinfo7","setlevel","70",0.378041386914707,0.424212575554897,0.359838385106775,0.337481742284926,0.350798561363738,0.41010111121072,0,0.0529021129617228
