"weave","exposure","target","replication","rmse","overexposed","sd_exposure"
"interspersed","none","maxinfo","14",0.309905996732218,0.0701168614357262,0.136213878071312
"interspersed","none","maxinfo","15",0.311949268346517,0.0734557595993322,0.136096369471194
"interspersed","none","maxinfo","16",0.316646540036882,0.0717863105175292,0.137463848615613
"interspersed","none","maxinfo","17",0.31846063695486,0.0717863105175292,0.138919033144712
"interspersed","none","maxinfo","18",0.30926200423617,0.0717863105175292,0.138020681320601
"interspersed","none","maxinfo","19",0.313810391381789,0.0734557595993322,0.137240453404957
"interspersed","none","maxinfo","2",0.310463386073142,0.0717863105175292,0.137532218580913
"interspersed","none","maxinfo","20",0.308701206035769,0.0701168614357262,0.137279029780055
"interspersed","none","maxinfo","21",0.312021185110747,0.0717863105175292,0.137580926786189
"interspersed","none","maxinfo","22",0.312266703246423,0.0717863105175292,0.137329969461646
"interspersed","none","maxinfo","23",0.316777489709958,0.0717863105175292,0.138428039492322
"interspersed","none","maxinfo","24",0.310809332318553,0.0717863105175292,0.13792320621759
"interspersed","none","maxinfo","25",0.313522732734463,0.0734557595993322,0.136470462007831
"interspersed","none","maxinfo","26",0.311108630134255,0.0717863105175292,0.13758733259618
"interspersed","none","maxinfo","27",0.312136843993636,0.0717863105175292,0.137212607448337
"interspersed","none","maxinfo","28",0.309484959319929,0.0701168614357262,0.137586705932878
"interspersed","none","maxinfo","29",0.317287426644,0.0717863105175292,0.135694840517633
"interspersed","none","maxinfo","3",0.314888850246757,0.0717863105175292,0.136739739035147
"interspersed","none","maxinfo","30",0.309934134745361,0.0717863105175292,0.136632325427775
"interspersed","none","maxinfo","31",0.315290432678454,0.0717863105175292,0.137617242847904
"interspersed","none","maxinfo","32",0.310082125713146,0.0734557595993322,0.137369079699498
"interspersed","none","maxinfo","33",0.312130206671449,0.0717863105175292,0.137930109697506
"interspersed","none","maxinfo","34",0.310157132532767,0.0717863105175292,0.138184806133366
"interspersed","none","maxinfo","35",0.307674284072534,0.0717863105175292,0.13692802338915
"interspersed","none","maxinfo","36",0.312141476547913,0.0717863105175292,0.136629854599407
"interspersed","none","maxinfo","37",0.318149513295764,0.0734557595993322,0.136290481061796
"interspersed","none","maxinfo","38",0.312042511829174,0.0701168614357262,0.138053210540104
"interspersed","none","maxinfo","39",0.312542062053357,0.0717863105175292,0.136443832554288
"interspersed","none","maxinfo","4",0.308526829255411,0.0717863105175292,0.138142669613176
"interspersed","none","maxinfo","40",0.319366793208934,0.0717863105175292,0.136298372201743
"interspersed","none","maxinfo","41",0.313379440240087,0.0717863105175292,0.138226130384353
"interspersed","none","maxinfo","42",0.312506011965855,0.0717863105175292,0.137059773025866
"interspersed","none","maxinfo","43",0.310563991329046,0.0717863105175292,0.13786126991692
"interspersed","none","maxinfo","44",0.319834124416655,0.0701168614357262,0.1377058587075
"interspersed","none","maxinfo","45",0.312537731578525,0.0717863105175292,0.137359935754439
"interspersed","none","maxinfo","46",0.318604732284925,0.0734557595993322,0.137261361333087
"interspersed","none","maxinfo","47",0.314923729747241,0.0717863105175292,0.136144243705992
"interspersed","none","maxinfo","48",0.313730003703999,0.0701168614357262,0.137201359154376
"interspersed","none","maxinfo","49",0.308576844068904,0.0701168614357262,0.135772942383871
"interspersed","none","maxinfo","5",0.312171722114036,0.0701168614357262,0.13725677317801
"interspersed","none","maxinfo","50",0.313659666512567,0.0717863105175292,0.13809971475234
"interspersed","none","maxinfo","51",0.312604455800462,0.0701168614357262,0.137858830333662
"interspersed","none","maxinfo","52",0.305874023933159,0.0701168614357262,0.137151215928738
"interspersed","none","maxinfo","53",0.314064454931509,0.0717863105175292,0.136460011822944
"interspersed","none","maxinfo","54",0.317792342542072,0.0717863105175292,0.136959922282643
"interspersed","none","maxinfo","55",0.313904332219603,0.0701168614357262,0.136918910078505
"interspersed","none","maxinfo","56",0.318008207394388,0.0734557595993322,0.13824463210186
"interspersed","none","maxinfo","57",0.307154904277349,0.0717863105175292,0.136961927590577
"interspersed","none","maxinfo","58",0.315937089180761,0.0734557595993322,0.13710856808421
"interspersed","none","maxinfo","59",0.30775257861002,0.0734557595993322,0.137387337525467
"interspersed","none","maxinfo","6",0.311496132845694,0.0734557595993322,0.136842902301617
"interspersed","none","maxinfo","60",0.313920348605615,0.0701168614357262,0.136207936076167
"interspersed","none","maxinfo","61",0.316386699722039,0.0701168614357262,0.138242922650088
"interspersed","none","maxinfo","62",0.31301922831868,0.0717863105175292,0.135865092358932
"interspersed","none","maxinfo","63",0.317992061609025,0.0717863105175292,0.137024747333837
"interspersed","none","maxinfo","64",0.313301712394019,0.0701168614357262,0.137059309394148
"interspersed","none","maxinfo","65",0.315060384031517,0.0717863105175292,0.136195154506314
"interspersed","none","maxinfo","66",0.309963429714496,0.0701168614357262,0.139142190370495
"interspersed","none","maxinfo","67",0.30572438848464,0.0734557595993322,0.138111822190298
"interspersed","none","maxinfo","68",0.313062142916651,0.0701168614357262,0.137939774473869
"interspersed","none","maxinfo","69",0.313823769340595,0.0717863105175292,0.138335984687621
"interspersed","none","maxinfo","7",0.30893461384952,0.0717863105175292,0.138103455394625
"interspersed","none","maxinfo","70",0.31506351741419,0.0717863105175292,0.138648365809944
"interspersed","none","maxinfo","71",0.315972846100892,0.0734557595993322,0.136954080056452
"interspersed","none","maxinfo","72",0.320363131435868,0.0701168614357262,0.137897440843789
"interspersed","none","maxinfo","73",0.308763494999804,0.0717863105175292,0.136875532077751
"interspersed","none","maxinfo","74",0.312852336043685,0.0717863105175292,0.136505248201613
"interspersed","none","maxinfo","75",0.305800649439881,0.0717863105175292,0.13687184535469
"interspersed","none","maxinfo","76",0.310557601393489,0.0701168614357262,0.137502161408231
"interspersed","none","maxinfo","77",0.311909301735125,0.0717863105175292,0.139008412358089
"interspersed","none","maxinfo","78",0.306557301294051,0.0717863105175292,0.137274764300196
"interspersed","none","maxinfo","79",0.313041133487,0.0717863105175292,0.138028954758781
"interspersed","none","maxinfo","8",0.312367236823962,0.0717863105175292,0.136721697078905
"interspersed","none","maxinfo","80",0.317278738337051,0.0717863105175292,0.137788813652833
"interspersed","none","maxinfo","81",0.315611243207083,0.0717863105175292,0.138333314607859
"interspersed","none","maxinfo","82",0.309153199529126,0.0717863105175292,0.138123117407999
"interspersed","none","maxinfo","83",0.313201794730462,0.0734557595993322,0.137606652260893
"interspersed","none","maxinfo","84",0.320368836857866,0.0734557595993322,0.136744031476491
"interspersed","none","maxinfo","85",0.318202903235022,0.0701168614357262,0.1386499588204
"interspersed","none","maxinfo","86",0.313417145615801,0.0717863105175292,0.138206274429205
"interspersed","none","maxinfo","87",0.308587984901337,0.0717863105175292,0.136546396407479
"interspersed","none","maxinfo","88",0.318563634770027,0.0717863105175292,0.137318731268362
"interspersed","none","maxinfo","89",0.312314416326341,0.0717863105175292,0.136907240442501
"interspersed","none","maxinfo","9",0.311577970415131,0.0701168614357262,0.138059531936373
"interspersed","none","maxinfo","90",0.309264756308653,0.0717863105175292,0.137522821373851
"interspersed","none","maxinfo","91",0.319565492976646,0.0717863105175292,0.136859856465173
"interspersed","none","maxinfo","92",0.309453360382937,0.0717863105175292,0.136567032962826
"interspersed","none","maxinfo","93",0.310410191485188,0.0717863105175292,0.13693075604284
"interspersed","none","maxinfo","94",0.31217484994726,0.0717863105175292,0.13814928856276
"interspersed","none","maxinfo","95",0.310775987344323,0.0717863105175292,0.137763095004114
"interspersed","none","maxinfo","96",0.312001545220815,0.0734557595993322,0.13622524669367
"interspersed","none","maxinfo","97",0.313814047351044,0.0701168614357262,0.137658588789514
"interspersed","none","maxinfo","98",0.30874863165009,0.0717863105175292,0.1375670255999
"interspersed","none","maxinfo","99",0.313615063609581,0.0717863105175292,0.136997792541216
"sd","bigm","goalinfo6","1",0.386208744346455,0.015025041736227,0.0627357443783407
"sd","bigm","goalinfo6","10",0.381150730554887,0.0200333889816361,0.0624285382276913
"sd","bigm","goalinfo6","100",0.379955366547505,0.00834724540901502,0.0624389851523202
"sd","bigm","goalinfo6","11",0.381623657431543,0.0233722871452421,0.0623490389084294
"sd","bigm","goalinfo6","12",0.376608661526187,0.0183639398998331,0.0627686454647043
"sd","bigm","goalinfo6","13",0.380058781273015,0.011686143572621,0.0624030794516236
"sd","bigm","goalinfo6","14",0.378889262129065,0.010016694490818,0.0623618707253348
"sd","bigm","goalinfo6","15",0.382363832236817,0.0200333889816361,0.0626392525804837
"sd","bigm","goalinfo6","16",0.38075151804337,0.011686143572621,0.0622561950601979
"sd","bigm","goalinfo6","17",0.3855549510839,0.0183639398998331,0.0622797377140264
"sd","bigm","goalinfo6","18",0.370259098605964,0.0217028380634391,0.0626503583546712
"sd","bigm","goalinfo6","19",0.382336297745817,0.013355592654424,0.0626577493676151
"sd","bigm","goalinfo6","2",0.3825240942167,0.010016694490818,0.0623451755444991
"sd","bigm","goalinfo6","20",0.379225468155398,0.0200333889816361,0.0627225091532305
"sd","bigm","goalinfo6","21",0.377974667072274,0.00667779632721202,0.0622594042859038
"sd","bigm","goalinfo6","22",0.384495690245736,0.0217028380634391,0.0623144693276566
"sd","bigm","goalinfo6","23",0.386146326999645,0.01669449081803,0.0624238664907449
"sd","bigm","goalinfo6","24",0.375376654561968,0.0183639398998331,0.0623903461678593
"sd","bigm","goalinfo6","25",0.377632314640076,0.0267111853088481,0.0626023783083494
"sd","bigm","goalinfo6","26",0.384028283967194,0.0233722871452421,0.0626492415665054
"sd","bigm","goalinfo6","27",0.377905388673079,0.011686143572621,0.0623394138489092
"sd","bigm","goalinfo6","28",0.375574696523554,0.011686143572621,0.0623185116983427
"sd","bigm","goalinfo6","29",0.385666875544203,0.010016694490818,0.0625288619162166
"sd","bigm","goalinfo6","3",0.3773590821256,0.0250417362270451,0.0627669926142311
"sd","bigm","goalinfo6","30",0.385538137591756,0.0200333889816361,0.0624451307828758
"sd","bigm","goalinfo6","31",0.377617283924303,0.015025041736227,0.0626181856001514
"sd","bigm","goalinfo6","32",0.376386005665555,0.0183639398998331,0.0622819243786659
"sd","bigm","goalinfo6","33",0.383618919601873,0.0250417362270451,0.0623912413775438
"sd","bigm","goalinfo6","34",0.374204590763513,0.015025041736227,0.0626289917903128
"sd","bigm","goalinfo6","35",0.38442486638323,0.0183639398998331,0.062425127679872
"sd","bigm","goalinfo6","36",0.383111477015517,0.00834724540901502,0.0623809987682138
"sd","bigm","goalinfo6","37",0.382836239163218,0.013355592654424,0.0624465243653576
"sd","bigm","goalinfo6","38",0.38695993220599,0.0200333889816361,0.0624840130239253
"sd","bigm","goalinfo6","39",0.383130920156556,0.013355592654424,0.0621565590806902
"sd","bigm","goalinfo6","4",0.379297751431597,0.0183639398998331,0.0623880678816779
"sd","bigm","goalinfo6","40",0.383536152283586,0.0217028380634391,0.062704488037372
"sd","bigm","goalinfo6","41",0.373765065047642,0.0200333889816361,0.0626675048530778
"sd","bigm","goalinfo6","42",0.382933521977475,0.01669449081803,0.0625464031937121
"sd","bigm","goalinfo6","43",0.375753336002137,0.0183639398998331,0.0626142362878859
"sd","bigm","goalinfo6","44",0.379188277348628,0.013355592654424,0.0624696312356483
"sd","bigm","goalinfo6","45",0.374386952717444,0.010016694490818,0.0625057491185549
"sd","bigm","goalinfo6","46",0.382972390311383,0.01669449081803,0.0623671423543438
"sd","bigm","goalinfo6","47",0.37780981608798,0.0183639398998331,0.0623144940163244
"sd","bigm","goalinfo6","48",0.376263028979079,0.011686143572621,0.0622265811528218
"sd","bigm","goalinfo6","49",0.378297703758758,0.0200333889816361,0.0625592287433707
"sd","bigm","goalinfo6","5",0.382690211854008,0.0183639398998331,0.0623864263919271
"sd","bigm","goalinfo6","50",0.380188309422088,0.0217028380634391,0.0628783715543475
"sd","bigm","goalinfo6","51",0.377706996065925,0.00834724540901502,0.0622482588489664
"sd","bigm","goalinfo6","52",0.37253699576254,0.00500834724540901,0.0622666956076989
"sd","bigm","goalinfo6","53",0.382271747549622,0.0217028380634391,0.0623391756444447
"sd","bigm","goalinfo6","54",0.382428639713752,0.0200333889816361,0.0628070803474262
"sd","bigm","goalinfo6","55",0.387501829764519,0.010016694490818,0.0623691672278684
"sd","bigm","goalinfo6","56",0.379902210469404,0.010016694490818,0.062440066064421
"sd","bigm","goalinfo6","57",0.38528986591788,0.015025041736227,0.0626468317559557
"sd","bigm","goalinfo6","58",0.384442000160247,0.0200333889816361,0.0626285603047709
"sd","bigm","goalinfo6","59",0.382437843815265,0.00834724540901502,0.0624428823471088
"sd","bigm","goalinfo6","6",0.386098287994454,0.0200333889816361,0.0625091734589189
"sd","bigm","goalinfo6","60",0.379946716189246,0.0233722871452421,0.0626080634529338
"sd","bigm","goalinfo6","61",0.381512517147535,0.00834724540901502,0.0622562004323242
"sd","bigm","goalinfo6","62",0.377123429607257,0.0183639398998331,0.0625080316762758
"sd","bigm","goalinfo6","63",0.378514086601192,0.0183639398998331,0.0624502529292871
"sd","bigm","goalinfo6","64",0.379397511093546,0.015025041736227,0.0623414664469647
"sd","bigm","goalinfo6","65",0.385117241967204,0.0200333889816361,0.0624847184846758
"sd","bigm","goalinfo6","66",0.371459108353236,0.01669449081803,0.062329810912517
"sd","bigm","goalinfo6","67",0.379833302538199,0.00834724540901502,0.0623312639492725
"sd","bigm","goalinfo6","68",0.382695559020106,0.010016694490818,0.0622021505717285
"sd","bigm","goalinfo6","69",0.382837381215306,0.0250417362270451,0.0626727144864426
"sd","bigm","goalinfo6","7",0.377825720920741,0.01669449081803,0.0623499475849149
"sd","bigm","goalinfo6","70",0.384520062312077,0.011686143572621,0.0623797366868915
"sd","bigm","goalinfo6","71",0.384932166235652,0.0183639398998331,0.0628449180366953
"sd","bigm","goalinfo6","72",0.385868963627334,0.00834724540901502,0.0624052585788232
"sd","bigm","goalinfo6","73",0.372414770383382,0.0267111853088481,0.0627290034210344
"sd","bigm","goalinfo6","74",0.387542885175222,0.0200333889816361,0.0625997615366356
"sd","bigm","goalinfo6","75",0.375620384075111,0.0183639398998331,0.0625058090461241
"sd","bigm","goalinfo6","76",0.380857711516397,0.0200333889816361,0.0626741051430368
"sd","bigm","goalinfo6","77",0.384098853450804,0.015025041736227,0.0625671811026564
"sd","bigm","goalinfo6","78",0.374508037372803,0.0183639398998331,0.0626785149106148
"sd","bigm","goalinfo6","79",0.380477910683657,0.0267111853088481,0.0626702276636485
"sd","bigm","goalinfo6","8",0.381937698828229,0.00834724540901502,0.0623155835282292
"sd","bigm","goalinfo6","80",0.383372211290071,0.0183639398998331,0.0624361151274071
"sd","bigm","goalinfo6","81",0.381063953136442,0.0233722871452421,0.0625298482088266
"sd","bigm","goalinfo6","82",0.38032558661925,0.01669449081803,0.0625523522061099
"sd","bigm","goalinfo6","83",0.379666766351545,0.0233722871452421,0.0628191190351313
"sd","bigm","goalinfo6","84",0.382865556174641,0.0233722871452421,0.0626487472265729
"sd","bigm","goalinfo6","85",0.377396447666622,0.0233722871452421,0.0627485610752859
"sd","bigm","goalinfo6","86",0.380943592930568,0.0183639398998331,0.0626862814089742
"sd","bigm","goalinfo6","87",0.384564781156299,0.010016694490818,0.0626044618172452
"sd","bigm","goalinfo6","88",0.378635817681124,0.013355592654424,0.0623293698436984
"sd","bigm","goalinfo6","89",0.379720468793014,0.0200333889816361,0.0626557786584217
"sd","bigm","goalinfo6","9",0.37957219451511,0.0200333889816361,0.0624742481579825
"sd","bigm","goalinfo6","90",0.384204845915933,0.011686143572621,0.0625194560536663
"sd","bigm","goalinfo6","91",0.387975258717135,0.00834724540901502,0.0623238460241313
"sd","bigm","goalinfo6","92",0.380583927457113,0.0217028380634391,0.0624956954554768
"sd","bigm","goalinfo6","93",0.388850821986049,0.0200333889816361,0.0623327802653965
"sd","bigm","goalinfo6","94",0.378765581651618,0.013355592654424,0.0624732203012741
"sd","bigm","goalinfo6","95",0.374212019951471,0.011686143572621,0.0626715970293523
"sd","bigm","goalinfo6","96",0.381021704368033,0.01669449081803,0.0624407184592007
"sd","bigm","goalinfo6","97",0.379953861226237,0.010016694490818,0.0622259093137946
"sd","bigm","goalinfo6","98",0.379905912100211,0.0233722871452421,0.0626426098262861
"sd","bigm","goalinfo6","99",0.38345283370356,0.00500834724540901,0.0619328861369008
"sd","bigm","goalinfo7","1",0.36067873025825,0.00834724540901502,0.0634051977968237
"sd","bigm","goalinfo7","10",0.362154724662918,0.013355592654424,0.0635559657301747
"sd","bigm","goalinfo7","100",0.360179334627779,0.013355592654424,0.0635834309097084
"sd","bigm","goalinfo7","11",0.355278011611596,0.015025041736227,0.0637075528090027
"sd","bigm","goalinfo7","12",0.357604181165164,0.0267111853088481,0.0640806210744438
"sd","bigm","goalinfo7","13",0.363445235729969,0.010016694490818,0.0633743634585369
"sd","bigm","goalinfo7","14",0.355494020499185,0.01669449081803,0.0632412494294149
"sd","bigm","goalinfo7","15",0.356476121121505,0.0217028380634391,0.0638005775020426
"sd","bigm","goalinfo7","16",0.364274435731848,0.010016694490818,0.0633172738504668
"sd","bigm","goalinfo7","17",0.361453240894453,0.011686143572621,0.0637286522244375
"sd","bigm","goalinfo7","18",0.356650090943956,0.011686143572621,0.0632754871035337
"sd","bigm","goalinfo7","19",0.359296008765988,0.01669449081803,0.0640667574382978
"sd","bigm","goalinfo7","2",0.359361965956448,0.010016694490818,0.0634414810331623
"sd","bigm","goalinfo7","20",0.350675020699402,0.015025041736227,0.0637930651494819
"sd","bigm","goalinfo7","21",0.358656858073375,0.011686143572621,0.0635502622344107
"sd","bigm","goalinfo7","22",0.362291729102133,0.013355592654424,0.0637009577428263
"sd","bigm","goalinfo7","23",0.36243875202305,0.0233722871452421,0.0639126471483843
"sd","bigm","goalinfo7","24",0.360425998398407,0.0200333889816361,0.0639440409933353
"sd","bigm","goalinfo7","25",0.35398643032156,0.013355592654424,0.0635620338813399
"sd","bigm","goalinfo7","26",0.363736002131442,0.015025041736227,0.0634952891937253
"sd","bigm","goalinfo7","27",0.35589544968182,0.00834724540901502,0.0638151362610435
"sd","bigm","goalinfo7","28",0.351345407414338,0.011686143572621,0.0635698271223335
"sd","bigm","goalinfo7","29",0.362722010409388,0.00667779632721202,0.0635052183142401
"sd","bigm","goalinfo7","3",0.355545259349681,0.015025041736227,0.0636746756964309
"sd","bigm","goalinfo7","30",0.349744829564489,0.015025041736227,0.0634574208281113
"sd","bigm","goalinfo7","31",0.357143599739623,0.010016694490818,0.063364668240534
"sd","bigm","goalinfo7","32",0.35823413444489,0.013355592654424,0.0636844129974118
"sd","bigm","goalinfo7","33",0.358516360727599,0.00500834724540901,0.0633135477476198
"sd","bigm","goalinfo7","34",0.353526287682629,0.01669449081803,0.0639626843866169
"sd","bigm","goalinfo7","35",0.360781879742295,0.015025041736227,0.0636862237401184
"sd","bigm","goalinfo7","36",0.356592216852253,0.011686143572621,0.0632912784702349
"sd","bigm","goalinfo7","37",0.365507677692721,0.011686143572621,0.0638783279359686
"sd","bigm","goalinfo7","38",0.357455184580918,0.011686143572621,0.0637664297980748
"sd","bigm","goalinfo7","39",0.366051343315304,0.0200333889816361,0.063772595397301
"sd","bigm","goalinfo7","4",0.3539619149306,0.010016694490818,0.0634048602103166
"sd","bigm","goalinfo7","40",0.359871968541606,0.015025041736227,0.0637110952358325
"sd","bigm","goalinfo7","41",0.353181001714167,0.013355592654424,0.0633784395460565
"sd","bigm","goalinfo7","42",0.365104338251112,0.01669449081803,0.0633927660430124
"sd","bigm","goalinfo7","43",0.352926662484077,0.010016694490818,0.0635630483405516
"sd","bigm","goalinfo7","44",0.357679527795637,0.00667779632721202,0.0635837633401574
"sd","bigm","goalinfo7","45",0.364042503475321,0.015025041736227,0.0636690490215341
"sd","bigm","goalinfo7","46",0.353386013814433,0.010016694490818,0.0633462057525123
"sd","bigm","goalinfo7","47",0.363033574549319,0.0217028380634391,0.0639379902662974
"sd","bigm","goalinfo7","48",0.354979917319106,0.015025041736227,0.0637238438226535
"sd","bigm","goalinfo7","49",0.355005077793744,0.010016694490818,0.063503300237855
"sd","bigm","goalinfo7","5",0.354848578822632,0.00834724540901502,0.0632900736453641
"sd","bigm","goalinfo7","50",0.36129417256094,0.0183639398998331,0.0636977917425065
"sd","bigm","goalinfo7","51",0.359524727233967,0.011686143572621,0.063218788568397
"sd","bigm","goalinfo7","52",0.35442309750596,0.0183639398998331,0.063625329750935
"sd","bigm","goalinfo7","53",0.354101587639046,0.0183639398998331,0.0636896686305011
"sd","bigm","goalinfo7","54",0.360080649662569,0.00667779632721202,0.063642084296537
"sd","bigm","goalinfo7","55",0.356612846451915,0.011686143572621,0.0634564563313242
"sd","bigm","goalinfo7","56",0.35979337952847,0.00834724540901502,0.0636184475356925
"sd","bigm","goalinfo7","57",0.360843413783307,0.015025041736227,0.0635227490177448
"sd","bigm","goalinfo7","58",0.356515232854714,0.015025041736227,0.0636275826578255
"sd","bigm","goalinfo7","59",0.358155033794031,0.015025041736227,0.063411277211187
"sd","bigm","goalinfo7","6",0.358620245401805,0.00834724540901502,0.0634314776101069
"sd","bigm","goalinfo7","60",0.354843598328218,0.01669449081803,0.0637374871499454
"sd","bigm","goalinfo7","61",0.359956073952113,0.0200333889816361,0.063589990829857
"sd","bigm","goalinfo7","62",0.35798674414725,0.010016694490818,0.0636073067779742
"sd","bigm","goalinfo7","63",0.361163292517646,0.00333889816360601,0.0633027590893417
"sd","bigm","goalinfo7","64",0.367033596030429,0.011686143572621,0.0635635587210663
"sd","bigm","goalinfo7","65",0.359664702838538,0.00667779632721202,0.0634825874314008
"sd","bigm","goalinfo7","66",0.360405000847886,0.013355592654424,0.0637812165865444
"sd","bigm","goalinfo7","67",0.35569937219964,0.013355592654424,0.0633791857097654
"sd","bigm","goalinfo7","68",0.356522965282936,0.011686143572621,0.0633573375231491
"sd","bigm","goalinfo7","69",0.360099529340043,0.0200333889816361,0.0635268271666522
"sd","bigm","goalinfo7","7",0.355767829204427,0.0217028380634391,0.063558720990977
"sd","bigm","goalinfo7","70",0.358790789835187,0.010016694490818,0.0636476303312604
"sd","bigm","goalinfo7","71",0.359415183016815,0.015025041736227,0.063544630858939
"sd","bigm","goalinfo7","72",0.358775196931862,0.00667779632721202,0.063918659461747
"sd","bigm","goalinfo7","73",0.355514296803783,0.013355592654424,0.0637149398164581
"sd","bigm","goalinfo7","74",0.35492454804244,0.010016694490818,0.0635808702954006
"sd","bigm","goalinfo7","75",0.358224639235159,0.013355592654424,0.0634095250746774
"sd","bigm","goalinfo7","76",0.356502434655616,0.00667779632721202,0.0631011883978389
"sd","bigm","goalinfo7","77",0.352008085299665,0.00834724540901502,0.0637346063305422
"sd","bigm","goalinfo7","78",0.358063960628846,0.011686143572621,0.0636248545592663
"sd","bigm","goalinfo7","79",0.358326084355349,0.01669449081803,0.063511459824657
"sd","bigm","goalinfo7","8",0.351943474937069,0.015025041736227,0.0637751199951581
"sd","bigm","goalinfo7","80",0.359445889267813,0.015025041736227,0.0637882238528646
"sd","bigm","goalinfo7","81",0.363878112151547,0.011686143572621,0.0637034242788013
"sd","bigm","goalinfo7","82",0.357638779495874,0.010016694490818,0.0635120074810773
"sd","bigm","goalinfo7","83",0.358421259650517,0.011686143572621,0.0636252151585785
"sd","bigm","goalinfo7","84",0.361391215695508,0.0250417362270451,0.0637978075232847
"sd","bigm","goalinfo7","85",0.357589771577475,0.00500834724540901,0.0630360186145302
"sd","bigm","goalinfo7","86",0.352296657003617,0.00667779632721202,0.0634451553423654
"sd","bigm","goalinfo7","87",0.351480524004684,0.011686143572621,0.0636380587308065
"sd","bigm","goalinfo7","88",0.360871523718102,0.00834724540901502,0.0635532577123181
"sd","bigm","goalinfo7","89",0.357922550768353,0.013355592654424,0.0632308345568681
"sd","bigm","goalinfo7","9",0.355414831014076,0.01669449081803,0.0636786768884454
"sd","bigm","goalinfo7","90",0.357456704483538,0.015025041736227,0.0638543166628833
"sd","bigm","goalinfo7","91",0.362655393261137,0.015025041736227,0.0633653586186627
"sd","bigm","goalinfo7","92",0.353271208620513,0.0200333889816361,0.0640494424714102
"sd","bigm","goalinfo7","93",0.3630348639933,0.0200333889816361,0.0635928277120689
"sd","bigm","goalinfo7","94",0.358567247102212,0.01669449081803,0.0640719900606336
"sd","bigm","goalinfo7","95",0.360217350418258,0.01669449081803,0.0638239235817316
"sd","bigm","goalinfo7","96",0.357321167743162,0.0183639398998331,0.0639092854483385
"sd","bigm","goalinfo7","97",0.357454874778803,0.011686143572621,0.0631772977193487
"sd","bigm","goalinfo7","98",0.355958600054834,0.00500834724540901,0.06331662943101
"sd","bigm","goalinfo7","99",0.358647077886435,0.010016694490818,0.0634408136250383
"sd","bigm","goalinfo8","1",0.344468024625481,0.013355592654424,0.0683018363353781
"sd","bigm","goalinfo8","10",0.339704441588169,0.0200333889816361,0.0685049243448513
"sd","bigm","goalinfo8","100",0.33766739229031,0.013355592654424,0.0684762672357655
"sd","bigm","goalinfo8","11",0.336756675731604,0.0200333889816361,0.0684226114415678
"sd","bigm","goalinfo8","12",0.338115085835583,0.015025041736227,0.068537057651565
"sd","bigm","goalinfo8","13",0.340404150964658,0.01669449081803,0.0685969253771588
"sd","bigm","goalinfo8","14",0.335460817099756,0.0200333889816361,0.0685412297663855
"sd","bigm","goalinfo8","15",0.341737173055347,0.01669449081803,0.0685285779604863
"sd","bigm","goalinfo8","16",0.344067623726652,0.0250417362270451,0.0688868587491347
"sd","bigm","goalinfo8","17",0.342080840125997,0.015025041736227,0.0688047626391876
"sd","bigm","goalinfo8","18",0.33867451652239,0.0200333889816361,0.0686840430512189
"sd","bigm","goalinfo8","19",0.336938308559219,0.01669449081803,0.0687380124711972
"sd","bigm","goalinfo8","2",0.34439606156001,0.013355592654424,0.0684715675481717
"sd","bigm","goalinfo8","20",0.339907765848099,0.0217028380634391,0.0688028056417475
"sd","bigm","goalinfo8","21",0.338979402559952,0.015025041736227,0.0685148225836892
"sd","bigm","goalinfo8","22",0.339795099853391,0.015025041736227,0.0686901908452486
"sd","bigm","goalinfo8","23",0.337521260296958,0.0217028380634391,0.0686334979006297
"sd","bigm","goalinfo8","24",0.341406190645125,0.0200333889816361,0.068641551453294
"sd","bigm","goalinfo8","25",0.343218500169656,0.0183639398998331,0.0688578884852781
"sd","bigm","goalinfo8","26",0.333084325778314,0.0200333889816361,0.0684887958805383
"sd","bigm","goalinfo8","27",0.342608228045617,0.0233722871452421,0.0687051290649268
"sd","bigm","goalinfo8","28",0.33816661589394,0.010016694490818,0.0683755132583292
"sd","bigm","goalinfo8","29",0.336026895745393,0.013355592654424,0.068586424575731
"sd","bigm","goalinfo8","3",0.33923993115589,0.0233722871452421,0.0685535152915218
"sd","bigm","goalinfo8","30",0.341449538884898,0.0183639398998331,0.0684500489991701
"sd","bigm","goalinfo8","31",0.340913210820923,0.01669449081803,0.068566323461343
"sd","bigm","goalinfo8","32",0.345953130668523,0.011686143572621,0.0684838050134914
"sd","bigm","goalinfo8","33",0.345068720572863,0.01669449081803,0.0686855242982287
"sd","bigm","goalinfo8","34",0.341089256560555,0.01669449081803,0.0687276626695215
"sd","bigm","goalinfo8","35",0.337940748225471,0.01669449081803,0.0683174626013225
"sd","bigm","goalinfo8","36",0.338510417002763,0.010016694490818,0.0682990481428516
"sd","bigm","goalinfo8","37",0.34912897147414,0.0183639398998331,0.0686637367156883
"sd","bigm","goalinfo8","38",0.345597949089827,0.01669449081803,0.0686604858587287
"sd","bigm","goalinfo8","39",0.342599415616584,0.0200333889816361,0.0685398644636668
"sd","bigm","goalinfo8","4",0.339787312291811,0.013355592654424,0.068511550015897
"sd","bigm","goalinfo8","40",0.344146817056565,0.0200333889816361,0.0685826072998271
"sd","bigm","goalinfo8","41",0.342543187873978,0.013355592654424,0.0686745217950205
"sd","bigm","goalinfo8","42",0.342454639156634,0.013355592654424,0.068657548557133
